Soil_Type,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Irrigation_Hours,Previous_Yield,Season,Crop_Yield,Crop_Health,Suitability,Productivity_Zone
Clay,849.43,31.75,70.25,223.66,23.73,3.57,2.89,Kharif,5.59,Healthy,Medium,Moderate Productivity
Clay,611.87,19.53,89.63,263.92,48.64,4.6,2.81,Rabi,5.52,Healthy,Medium,Moderate Productivity
Loamy,1598.07,28.15,76.38,280.96,43.76,2.43,4.49,Kharif,8.0,Healthy,High,High Productivity
Sandy,200.0,32.5,75.03,281.0,55.29,5.38,2.5,Summer,3.6,Healthy,Low,Low Productivity
Loamy,286.42,34.8,73.02,140.05,31.05,4.8,3.43,Summer,3.75,Healthy,Medium,Low Productivity
Clay,514.92,19.85,91.36,335.68,43.01,3.75,2.97,Rabi,5.49,Healthy,Medium,Moderate Productivity
Sandy,802.45,23.12,85.64,369.71,59.73,3.01,3.77,Rabi,7.03,Healthy,High,High Productivity
Clay,864.12,28.8,75.93,198.64,47.71,1.8,2.92,Kharif,4.73,Healthy,Medium,Low Productivity
Clay,651.3,19.81,93.45,202.64,55.53,3.56,3.39,Rabi,5.36,Healthy,Medium,Moderate Productivity
Clay,314.01,39.37,66.2,232.4,46.39,5.57,2.95,Summer,3.16,Unhealthy,Low,Low Productivity
Clay,550.66,35.11,69.39,255.92,47.4,2.52,3.09,Summer,4.69,Healthy,Medium,Low Productivity
Loamy,371.01,15.98,95.0,161.38,68.71,5.3,3.96,Rabi,4.22,Healthy,Medium,Low Productivity
Sandy,857.36,33.08,73.7,140.91,45.02,7.59,1.84,Kharif,5.17,Healthy,Medium,Low Productivity
Loamy,1072.58,24.37,90.22,164.21,38.95,5.25,2.85,Kharif,5.55,Healthy,Medium,Moderate Productivity
Sandy,893.65,27.14,87.56,255.57,54.66,8.27,2.75,Kharif,6.27,Healthy,High,Moderate Productivity
Sandy,1533.68,30.96,83.28,202.2,41.32,6.66,3.51,Kharif,7.12,Healthy,Medium,High Productivity
Sandy,1739.71,28.31,83.49,128.67,45.95,3.4,2.27,Kharif,5.39,Healthy,Medium,Moderate Productivity
Clay,420.34,38.76,67.48,134.94,45.95,1.92,3.52,Summer,4.31,Unhealthy,Low,Low Productivity
Loamy,665.9,17.64,92.51,212.13,41.54,4.84,3.24,Rabi,4.32,Healthy,Low,Low Productivity
Loamy,805.04,27.29,80.04,229.47,40.91,3.88,4.41,Kharif,5.91,Healthy,Medium,High Productivity
Loamy,1126.92,27.32,70.38,176.14,47.87,6.62,4.39,Kharif,7.22,Healthy,High,High Productivity
Sandy,1211.64,23.35,89.57,243.3,43.39,8.39,3.47,Kharif,7.48,Healthy,High,High Productivity
Clay,335.69,37.35,70.41,105.72,52.86,4.08,2.85,Summer,2.76,Unhealthy,Low,Low Productivity
Loamy,1326.15,26.0,86.93,135.64,38.22,8.18,3.88,Kharif,6.81,Healthy,High,High Productivity
Sandy,277.36,30.58,76.72,176.8,35.12,5.4,2.41,Summer,4.14,Unhealthy,Medium,Low Productivity
Clay,591.51,35.14,75.15,149.25,63.61,3.04,3.91,Summer,4.4,Healthy,Low,Low Productivity
Sandy,1106.85,35.34,64.71,333.19,26.11,6.14,2.46,Kharif,6.74,Healthy,Medium,High Productivity
Loamy,591.84,24.95,78.21,225.46,45.2,5.76,3.53,Rabi,5.28,Healthy,High,Moderate Productivity
Loamy,620.93,38.09,55.92,231.74,57.29,4.39,4.17,Summer,5.28,Unhealthy,Medium,Moderate Productivity
Loamy,702.99,19.43,90.01,225.83,48.72,3.49,3.36,Rabi,5.32,Healthy,Medium,Moderate Productivity
Loamy,1420.17,26.01,78.92,216.95,59.14,5.98,4.37,Kharif,7.51,Healthy,High,High Productivity
Clay,241.87,25.18,79.27,292.7,52.31,2.76,2.67,Summer,4.17,Healthy,Medium,Low Productivity
Loamy,382.37,28.62,81.33,92.44,46.33,6.25,3.92,Summer,4.13,Healthy,Medium,Low Productivity
Sandy,888.83,16.67,91.87,342.69,48.25,7.62,2.7,Rabi,6.97,Healthy,Medium,High Productivity
Loamy,1039.26,22.66,79.64,224.42,24.7,5.0,3.57,Rabi,7.22,Healthy,Medium,High Productivity
Clay,995.1,25.01,95.0,202.14,47.31,3.98,3.44,Kharif,5.27,Healthy,Medium,Moderate Productivity
Loamy,514.72,32.85,74.39,214.03,46.64,7.15,3.16,Summer,4.54,Healthy,Medium,Low Productivity
Clay,380.87,21.58,82.69,180.98,49.12,3.47,3.32,Rabi,3.93,Healthy,Medium,Low Productivity
Clay,1406.0,27.83,77.26,323.5,69.84,2.19,3.83,Kharif,7.83,Healthy,High,High Productivity
Sandy,483.97,19.6,89.62,237.23,51.69,7.62,2.33,Rabi,3.53,Healthy,Medium,Low Productivity
Clay,415.51,34.42,71.82,232.87,49.85,6.22,3.57,Summer,4.32,Healthy,Medium,Low Productivity
Clay,372.84,38.9,73.83,206.26,55.8,4.4,2.62,Summer,3.88,Healthy,Low,Low Productivity
Loamy,1205.2,30.57,76.92,184.67,50.48,3.02,4.41,Kharif,6.56,Healthy,High,High Productivity
Sandy,1291.78,27.67,90.07,271.75,48.16,5.52,2.61,Kharif,6.71,Healthy,High,High Productivity
Loamy,381.98,27.03,79.4,168.94,45.01,5.85,3.58,Summer,5.08,Healthy,Medium,Moderate Productivity
Sandy,221.36,33.37,76.08,346.78,41.32,4.55,2.9,Summer,6.71,Healthy,Medium,High Productivity
Loamy,507.43,15.32,95.0,119.51,54.94,5.94,4.11,Rabi,3.94,Healthy,Low,Low Productivity
Sandy,826.23,12.9,95.0,244.4,48.8,5.5,2.51,Rabi,4.41,Healthy,Medium,Low Productivity
Loamy,613.16,26.84,88.35,200.89,54.76,6.53,2.54,Rabi,4.6,Healthy,Medium,Low Productivity
Sandy,830.96,17.23,91.96,302.81,39.5,5.89,2.8,Rabi,5.05,Healthy,Medium,Moderate Productivity
Sandy,1251.28,26.22,82.51,244.32,48.22,10.13,3.22,Kharif,6.82,Healthy,High,High Productivity
Loamy,1573.24,19.94,77.68,204.5,60.82,7.14,4.79,Kharif,7.97,Healthy,High,High Productivity
Sandy,864.24,30.64,76.25,227.71,42.63,8.41,2.23,Kharif,4.68,Healthy,Medium,Low Productivity
Clay,459.69,33.37,79.41,221.44,64.25,3.58,3.25,Summer,4.13,Unhealthy,Medium,Low Productivity
Loamy,1352.77,26.41,86.8,147.62,49.68,4.03,3.27,Kharif,5.46,Healthy,Medium,Moderate Productivity
Loamy,1139.85,27.77,80.24,231.81,45.51,5.68,3.85,Kharif,7.07,Healthy,Medium,High Productivity
Clay,428.69,16.12,95.0,189.85,51.67,1.96,3.23,Rabi,4.4,Healthy,Medium,Low Productivity
Sandy,1104.39,30.66,75.29,187.93,41.47,5.86,2.51,Kharif,5.36,Healthy,High,Moderate Productivity
Loamy,1158.84,29.72,74.76,121.86,24.62,3.55,4.16,Kharif,6.07,Healthy,Medium,High Productivity
Loamy,468.93,23.49,83.47,241.41,55.84,5.76,4.02,Rabi,4.85,Healthy,Medium,Moderate Productivity
Loamy,825.84,36.82,64.2,220.01,63.19,3.87,3.55,Kharif,5.01,Healthy,Medium,Moderate Productivity
Sandy,381.07,17.93,95.0,338.68,55.3,6.36,2.57,Rabi,4.88,Healthy,Medium,Low Productivity
Loamy,429.23,32.37,76.6,273.66,50.39,3.33,2.81,Summer,5.0,Healthy,Medium,Low Productivity
Sandy,984.92,22.92,89.55,255.15,47.04,6.05,2.3,Kharif,5.17,Healthy,Medium,Low Productivity
Loamy,407.93,37.33,67.13,230.48,53.72,4.28,3.9,Summer,4.63,Healthy,Medium,Moderate Productivity
Sandy,200.0,31.48,75.94,228.32,44.39,6.11,3.22,Summer,4.88,Healthy,Medium,Moderate Productivity
Loamy,618.46,34.09,62.2,195.69,43.33,4.76,3.69,Summer,5.28,Healthy,Medium,Moderate Productivity
Sandy,333.06,16.81,95.0,176.42,34.85,7.3,2.39,Rabi,3.95,Healthy,Low,Low Productivity
Sandy,558.81,16.73,94.41,385.71,45.03,8.72,2.03,Rabi,5.8,Healthy,Medium,Moderate Productivity
Loamy,510.91,12.53,93.46,178.43,53.71,6.11,4.24,Rabi,4.33,Healthy,Low,Moderate Productivity
Sandy,721.4,16.74,93.38,176.08,59.09,9.01,2.51,Rabi,4.94,Healthy,Medium,Low Productivity
Loamy,937.98,28.89,78.04,215.96,54.76,3.31,4.37,Kharif,5.9,Healthy,Medium,High Productivity
Sandy,200.0,40.08,74.73,289.49,28.63,4.84,2.7,Summer,4.35,Healthy,Medium,Low Productivity
Loamy,657.03,17.04,88.24,212.36,33.69,5.32,3.94,Rabi,6.01,Healthy,Medium,High Productivity
Sandy,575.34,34.07,74.77,298.12,50.27,7.83,3.21,Summer,5.83,Healthy,Medium,Moderate Productivity
Sandy,919.67,32.9,69.07,234.84,35.25,8.55,2.37,Kharif,5.9,Healthy,Medium,Moderate Productivity
Sandy,1202.91,34.1,70.29,366.74,52.03,9.63,2.59,Kharif,8.0,Healthy,High,High Productivity
Clay,694.88,18.78,92.85,243.53,33.55,3.98,3.29,Rabi,5.25,Healthy,Medium,Moderate Productivity
Clay,662.22,20.19,88.72,221.95,47.63,4.14,3.87,Rabi,4.59,Healthy,Medium,Moderate Productivity
Loamy,656.79,23.97,85.21,188.99,47.22,5.05,3.83,Rabi,5.21,Healthy,Medium,Moderate Productivity
Loamy,1128.57,27.54,82.62,160.81,51.59,5.7,3.27,Kharif,5.92,Healthy,Medium,Moderate Productivity
Loamy,1278.8,28.67,77.12,212.01,34.83,4.83,4.43,Kharif,7.14,Healthy,High,High Productivity
Clay,858.83,20.19,94.2,318.85,30.59,4.98,3.49,Rabi,6.24,Healthy,High,High Productivity
Sandy,1245.88,27.62,79.33,286.61,47.51,8.54,2.77,Kharif,7.45,Healthy,High,High Productivity
Clay,212.42,34.02,72.69,277.94,49.07,6.4,3.22,Summer,4.44,Healthy,Low,Low Productivity
Loamy,1247.38,26.85,83.59,198.35,57.15,5.07,4.29,Kharif,7.13,Healthy,High,High Productivity
Loamy,1156.54,30.48,78.56,246.39,41.98,6.2,3.86,Kharif,7.11,Healthy,Medium,High Productivity
Clay,1144.03,23.6,88.9,260.72,56.43,4.54,3.54,Kharif,6.94,Healthy,High,High Productivity
Loamy,903.74,15.82,95.0,159.73,55.36,4.39,4.07,Rabi,5.62,Healthy,Medium,Moderate Productivity
Clay,727.91,23.0,88.75,252.26,61.85,2.86,3.73,Rabi,5.91,Healthy,Medium,Moderate Productivity
Clay,821.56,14.02,95.0,219.18,49.95,6.42,3.09,Rabi,4.98,Healthy,Medium,Moderate Productivity
Clay,257.11,35.55,65.99,207.54,24.5,3.07,3.77,Summer,5.0,Healthy,Medium,Moderate Productivity
Clay,1259.97,30.0,70.86,179.2,42.58,5.08,3.6,Kharif,6.53,Healthy,High,High Productivity
Loamy,398.58,21.9,79.36,194.95,46.69,5.76,5.2,Rabi,6.39,Healthy,Medium,High Productivity
Loamy,873.02,35.25,80.52,195.14,51.34,3.33,3.34,Kharif,4.9,Healthy,Medium,Moderate Productivity
Clay,1278.75,26.35,71.32,314.04,28.07,2.44,4.29,Kharif,7.59,Healthy,High,High Productivity
Sandy,411.14,24.44,90.64,245.04,46.07,5.69,2.89,Rabi,5.09,Healthy,Medium,Moderate Productivity
Loamy,1175.67,27.05,77.43,238.66,53.91,5.11,4.48,Kharif,7.73,Healthy,High,High Productivity
Loamy,573.25,14.34,95.0,266.31,49.46,4.05,3.23,Rabi,5.57,Healthy,Medium,Moderate Productivity
Loamy,684.52,25.62,72.24,104.48,40.61,4.68,3.91,Rabi,4.56,Healthy,Medium,Moderate Productivity
Clay,510.34,40.2,64.59,209.09,60.44,6.15,2.67,Summer,5.1,Unhealthy,Medium,Low Productivity
Loamy,588.67,18.95,95.0,250.14,39.8,4.36,3.58,Rabi,5.13,Healthy,Medium,Moderate Productivity
Sandy,849.19,17.72,95.0,284.13,62.83,6.0,3.09,Rabi,6.56,Healthy,Medium,High Productivity
Loamy,1189.12,28.24,78.43,93.54,55.74,4.16,4.42,Kharif,5.7,Healthy,Medium,High Productivity
Sandy,1013.76,32.28,65.55,120.21,39.41,5.91,3.36,Kharif,5.45,Healthy,Medium,Moderate Productivity
Loamy,1253.45,26.68,75.37,281.89,44.28,5.12,4.34,Kharif,8.0,Healthy,High,High Productivity
Clay,282.97,18.93,95.0,318.4,50.14,3.8,2.6,Rabi,5.37,Healthy,Medium,Moderate Productivity
Sandy,253.42,38.17,66.46,216.76,43.76,3.19,2.86,Summer,4.37,Unhealthy,Low,Low Productivity
Loamy,1531.91,23.87,85.0,191.1,41.55,4.64,4.28,Kharif,5.68,Healthy,High,Moderate Productivity
Loamy,520.98,19.17,92.41,215.73,45.44,7.09,3.1,Rabi,4.55,Healthy,Medium,Low Productivity
Sandy,488.83,40.04,59.44,279.11,36.28,4.81,3.48,Summer,4.81,Unhealthy,Medium,Moderate Productivity
Loamy,200.0,37.96,70.48,250.05,39.91,2.93,3.48,Summer,4.5,Unhealthy,Medium,Low Productivity
Loamy,298.65,21.59,85.99,241.72,44.69,5.75,3.73,Rabi,4.96,Healthy,Medium,Moderate Productivity
Sandy,622.68,18.25,93.57,254.34,27.66,6.82,2.14,Rabi,5.24,Healthy,Medium,Low Productivity
Sandy,638.38,21.3,85.55,350.63,48.64,5.03,3.23,Rabi,6.33,Healthy,Medium,High Productivity
Sandy,200.0,35.47,63.57,212.6,35.8,6.82,2.37,Summer,3.77,Healthy,Low,Low Productivity
Loamy,1221.68,25.9,80.79,355.42,27.57,4.6,4.43,Kharif,8.0,Healthy,High,High Productivity
Sandy,326.2,29.85,81.38,265.5,42.91,8.09,2.44,Summer,5.54,Healthy,Medium,Moderate Productivity
Clay,1495.24,29.01,81.15,156.43,42.54,3.0,3.84,Kharif,6.21,Healthy,Medium,High Productivity
Loamy,492.36,29.8,78.39,150.14,58.27,5.57,4.54,Summer,4.54,Healthy,Medium,Moderate Productivity
Loamy,1025.16,27.97,84.93,123.5,42.09,4.48,2.8,Kharif,5.97,Healthy,Medium,Moderate Productivity
Loamy,1342.88,30.11,76.85,127.75,51.73,3.63,4.1,Kharif,6.08,Healthy,Medium,High Productivity
Loamy,1393.77,28.85,79.66,153.32,59.73,6.43,4.96,Kharif,7.23,Healthy,High,High Productivity
Loamy,729.5,18.87,88.96,268.87,42.41,3.31,3.54,Rabi,5.83,Healthy,Medium,Moderate Productivity
Loamy,1233.37,27.09,86.27,224.35,47.41,3.8,4.82,Kharif,6.88,Healthy,High,High Productivity
Loamy,1195.96,31.58,77.56,169.33,62.56,3.31,4.48,Kharif,5.75,Healthy,High,High Productivity
Sandy,622.61,16.71,91.16,331.6,51.64,9.46,2.02,Rabi,5.27,Healthy,Medium,Low Productivity
Sandy,478.5,22.05,80.1,284.52,49.77,5.72,3.56,Rabi,5.19,Healthy,Medium,Moderate Productivity
Clay,456.75,42.04,69.08,250.45,38.65,2.7,2.62,Summer,4.14,Unhealthy,Low,Low Productivity
Loamy,529.11,34.45,68.93,156.06,49.55,3.82,3.74,Summer,3.59,Unhealthy,Low,Low Productivity
Clay,362.57,22.33,87.56,253.47,47.87,3.01,3.25,Rabi,4.93,Healthy,Medium,Moderate Productivity
Clay,1066.98,29.43,90.44,168.82,30.81,4.22,3.32,Kharif,4.72,Healthy,Medium,Low Productivity
Sandy,1524.98,24.13,89.05,228.38,45.16,9.78,3.18,Kharif,7.38,Healthy,High,High Productivity
Sandy,352.95,35.46,79.5,207.59,34.02,7.16,2.0,Summer,3.97,Healthy,Low,Low Productivity
Clay,1283.77,30.73,74.44,218.89,45.45,3.58,3.71,Kharif,7.19,Healthy,High,High Productivity
Loamy,543.84,22.93,91.84,150.36,40.38,5.72,4.86,Rabi,4.96,Healthy,Medium,Moderate Productivity
Loamy,660.15,36.92,69.83,242.64,47.73,3.66,3.86,Summer,5.03,Healthy,Medium,Moderate Productivity
Clay,432.58,39.62,68.28,274.49,42.93,4.24,2.94,Summer,4.56,Unhealthy,Medium,Low Productivity
Clay,640.47,26.39,92.44,291.25,37.25,4.61,3.28,Rabi,6.4,Healthy,High,High Productivity
Sandy,661.6,19.76,88.9,309.81,43.74,6.17,2.7,Rabi,5.35,Healthy,Medium,Moderate Productivity
Loamy,380.73,24.31,84.92,240.62,53.68,5.48,3.56,Rabi,5.47,Healthy,Medium,Moderate Productivity
Loamy,492.83,31.52,71.66,308.62,54.98,5.48,4.83,Summer,6.9,Healthy,Medium,High Productivity
Clay,1358.77,27.31,85.67,202.62,38.68,4.04,3.56,Kharif,6.1,Healthy,High,Moderate Productivity
Loamy,1158.22,28.92,76.5,217.71,33.97,4.33,4.38,Kharif,7.13,Healthy,High,High Productivity
Clay,442.48,22.53,92.08,205.69,69.13,3.4,2.34,Rabi,3.13,Healthy,Low,Low Productivity
Sandy,1286.9,32.87,66.3,266.63,41.79,6.13,3.05,Kharif,6.55,Healthy,Medium,High Productivity
Loamy,586.11,21.67,90.74,261.98,50.14,6.6,3.02,Rabi,5.57,Healthy,Medium,Moderate Productivity
Clay,1172.89,30.54,74.14,249.0,36.85,3.39,3.22,Kharif,6.97,Healthy,High,High Productivity
Clay,718.02,32.54,78.61,140.22,47.73,4.21,3.93,Summer,4.81,Unhealthy,Medium,Moderate Productivity
Sandy,467.94,33.47,73.76,267.0,61.28,10.99,2.46,Summer,4.33,Healthy,Medium,Low Productivity
Loamy,788.87,18.17,89.52,237.31,51.4,4.92,3.97,Rabi,6.01,Healthy,Medium,High Productivity
Loamy,429.89,41.06,62.79,131.88,51.49,6.21,3.58,Summer,3.05,Unhealthy,Low,Low Productivity
Loamy,1261.27,22.9,82.27,133.44,46.97,2.22,4.29,Kharif,6.41,Healthy,High,High Productivity
Clay,658.32,18.08,95.0,254.46,40.24,4.35,3.5,Rabi,5.08,Healthy,Medium,Moderate Productivity
Clay,1358.07,33.46,68.6,226.01,35.75,5.25,3.34,Kharif,7.58,Healthy,Medium,High Productivity
Loamy,478.84,29.24,77.57,219.0,34.09,5.53,3.56,Summer,4.65,Healthy,Medium,Low Productivity
Clay,631.0,35.84,72.72,208.08,45.99,2.81,3.36,Summer,4.7,Unhealthy,Medium,Low Productivity
Loamy,438.24,31.91,83.78,246.01,59.37,3.84,3.14,Summer,4.65,Healthy,Low,Low Productivity
Loamy,711.16,34.51,72.54,156.91,45.37,5.27,3.03,Summer,4.31,Healthy,Medium,Low Productivity
Clay,616.75,37.68,67.57,276.96,39.19,4.38,2.6,Summer,4.95,Healthy,Medium,Low Productivity
Loamy,1192.35,28.19,81.54,210.71,38.57,4.36,4.57,Kharif,7.49,Healthy,High,High Productivity
Clay,685.14,34.54,62.18,158.9,44.21,4.92,4.12,Summer,4.47,Healthy,Medium,Moderate Productivity
Sandy,747.26,22.39,81.14,211.34,33.96,5.6,3.04,Rabi,5.38,Healthy,Medium,Moderate Productivity
Sandy,502.76,19.44,88.8,360.67,37.3,7.7,1.89,Rabi,5.78,Healthy,Medium,Moderate Productivity
Sandy,359.04,14.96,92.48,172.59,58.75,6.28,2.29,Rabi,3.59,Healthy,Low,Low Productivity
Loamy,1329.75,27.55,72.94,115.58,41.1,4.96,4.15,Kharif,6.33,Healthy,Medium,High Productivity
Loamy,1500.98,23.11,90.56,99.05,46.19,4.66,3.52,Kharif,5.97,Healthy,Medium,Moderate Productivity
Loamy,1033.61,17.77,93.98,191.2,48.5,7.65,4.5,Kharif,6.53,Healthy,Medium,High Productivity
Loamy,1091.31,28.53,80.46,194.62,53.4,5.57,4.0,Kharif,6.49,Healthy,Medium,High Productivity
Sandy,387.34,18.82,87.95,299.17,50.04,6.91,2.04,Rabi,4.08,Healthy,Medium,Low Productivity
Clay,381.0,36.64,70.43,235.91,35.7,5.19,2.68,Summer,4.98,Healthy,Medium,Low Productivity
Loamy,811.1,21.82,90.38,276.17,42.04,3.23,2.57,Rabi,6.47,Healthy,Medium,Moderate Productivity
Loamy,420.58,21.49,86.88,243.79,46.11,4.9,4.33,Rabi,5.06,Healthy,Medium,Moderate Productivity
Sandy,504.0,18.85,93.6,143.23,53.1,7.14,1.73,Rabi,3.34,Healthy,Low,Low Productivity
Sandy,572.11,24.05,81.16,210.97,45.99,8.05,2.93,Rabi,5.49,Healthy,High,Moderate Productivity
Sandy,1070.88,33.03,74.85,184.09,43.21,7.22,2.86,Kharif,5.31,Healthy,Medium,Moderate Productivity
Clay,551.74,36.64,75.74,172.42,45.19,3.98,2.94,Summer,2.74,Unhealthy,Low,Low Productivity
Loamy,1010.53,29.92,84.25,159.57,46.91,3.35,4.26,Kharif,6.7,Healthy,High,High Productivity
Sandy,324.93,36.31,77.06,228.7,37.31,6.64,2.47,Summer,4.2,Healthy,Medium,Low Productivity
Loamy,392.71,35.34,73.02,254.53,54.98,5.27,3.64,Summer,4.73,Healthy,Medium,Moderate Productivity
Loamy,621.13,24.17,85.15,259.07,42.72,4.82,4.29,Rabi,5.98,Healthy,Medium,High Productivity
Loamy,326.5,32.5,72.76,163.23,45.12,5.83,4.0,Summer,4.26,Healthy,Medium,Low Productivity
Sandy,1106.36,31.39,67.29,237.14,21.58,7.44,2.54,Kharif,7.87,Healthy,High,High Productivity
Sandy,421.68,38.88,60.62,213.28,38.04,6.22,3.48,Summer,4.3,Unhealthy,Low,Low Productivity
Loamy,574.26,34.66,71.56,149.59,32.47,3.5,4.21,Summer,4.65,Healthy,Medium,Moderate Productivity
Loamy,402.82,41.09,64.15,185.15,31.45,5.43,3.5,Summer,4.87,Healthy,Low,Moderate Productivity
Sandy,697.43,22.61,93.93,359.34,74.4,3.59,2.64,Rabi,6.56,Healthy,Medium,Moderate Productivity
Loamy,304.67,36.33,76.98,258.15,47.59,3.2,3.62,Summer,5.41,Healthy,Medium,Moderate Productivity
Clay,409.64,42.72,59.3,298.9,52.05,3.47,2.76,Summer,4.42,Healthy,Low,Low Productivity
Loamy,508.12,23.12,90.35,179.47,57.66,4.94,3.22,Rabi,4.02,Healthy,Medium,Low Productivity
Clay,487.78,28.36,77.58,234.11,55.11,3.54,3.5,Summer,3.62,Healthy,Medium,Low Productivity
Clay,364.8,31.61,79.48,285.59,43.85,3.33,3.35,Summer,5.06,Healthy,Medium,Moderate Productivity
Sandy,660.26,16.5,95.0,266.73,66.56,5.13,3.73,Rabi,5.59,Healthy,Medium,Moderate Productivity
Clay,556.95,29.8,84.45,203.81,55.8,3.08,3.89,Summer,5.11,Healthy,Medium,Moderate Productivity
Clay,1171.43,28.82,76.96,267.7,45.5,1.32,3.67,Kharif,7.91,Healthy,High,High Productivity
Clay,549.63,27.49,86.08,219.69,50.46,3.15,2.07,Rabi,4.22,Healthy,Medium,Low Productivity
Sandy,1146.41,29.28,69.5,166.06,41.48,6.03,2.23,Kharif,5.98,Healthy,High,Moderate Productivity
Loamy,1053.19,28.86,85.85,219.3,48.28,4.03,2.85,Kharif,5.88,Healthy,Medium,Moderate Productivity
Clay,318.16,33.37,73.83,90.54,43.71,2.97,2.18,Summer,3.02,Healthy,Medium,Low Productivity
Loamy,1299.07,30.77,77.06,172.99,48.93,5.31,4.44,Kharif,7.18,Healthy,High,High Productivity
Loamy,833.1,26.66,71.83,194.93,60.95,6.78,4.91,Kharif,6.99,Healthy,High,High Productivity
Clay,1311.86,34.45,70.72,174.09,31.16,5.44,3.26,Kharif,6.91,Healthy,Medium,High Productivity
Clay,535.78,12.97,95.0,275.26,61.92,1.75,2.89,Rabi,4.66,Healthy,Medium,Low Productivity
Loamy,391.46,34.06,70.99,245.91,39.62,6.18,4.4,Summer,4.76,Healthy,Medium,Moderate Productivity
Loamy,422.82,33.13,77.81,162.98,58.04,5.13,4.5,Summer,5.15,Healthy,Medium,Moderate Productivity
Sandy,1345.13,25.27,83.85,229.1,43.82,7.61,3.07,Kharif,7.4,Healthy,High,High Productivity
Loamy,867.42,21.29,93.77,298.59,54.26,4.5,4.15,Rabi,7.22,Healthy,High,High Productivity
Clay,650.44,18.67,92.56,245.23,48.18,5.42,2.91,Rabi,5.15,Healthy,Medium,Moderate Productivity
Sandy,652.02,17.87,87.9,241.61,31.06,7.26,1.99,Rabi,4.87,Healthy,Medium,Low Productivity
Loamy,679.76,19.66,90.69,246.88,66.6,3.69,2.76,Rabi,5.45,Healthy,Medium,Moderate Productivity
Clay,1266.93,20.96,95.0,121.32,41.07,4.5,3.84,Kharif,5.93,Healthy,Medium,Moderate Productivity
Loamy,711.95,18.98,93.71,70.91,50.95,4.84,3.38,Rabi,3.9,Healthy,Medium,Low Productivity
Sandy,508.08,18.76,90.91,321.26,38.75,8.15,2.12,Rabi,4.74,Healthy,Medium,Low Productivity
Loamy,606.79,22.4,95.0,201.56,37.13,4.17,3.39,Rabi,5.04,Healthy,Medium,Moderate Productivity
Sandy,594.42,20.92,94.69,304.03,48.36,9.03,2.41,Rabi,5.57,Healthy,Medium,Moderate Productivity
Sandy,457.2,31.83,79.88,210.42,40.03,4.0,2.41,Summer,3.54,Healthy,Medium,Low Productivity
Clay,478.56,39.63,68.03,249.35,30.72,4.49,2.37,Summer,4.2,Unhealthy,Medium,Low Productivity
Clay,1031.38,25.37,87.21,278.08,47.81,6.44,3.87,Kharif,6.97,Healthy,Medium,High Productivity
Loamy,392.67,28.48,83.64,235.33,32.27,4.33,3.13,Summer,4.48,Healthy,Medium,Low Productivity
Clay,228.35,37.86,57.65,213.55,40.55,3.56,2.16,Summer,3.75,Unhealthy,Low,Low Productivity
Clay,1051.97,24.98,86.0,135.11,46.53,3.47,4.5,Kharif,6.17,Healthy,Medium,High Productivity
Clay,573.29,20.37,88.75,198.5,23.82,4.47,4.08,Rabi,4.12,Healthy,Medium,Low Productivity
Clay,1112.59,29.24,76.42,316.98,39.69,1.45,3.45,Kharif,7.41,Healthy,Medium,High Productivity
Loamy,361.36,30.24,76.74,144.4,49.7,2.4,4.04,Summer,3.88,Healthy,Medium,Low Productivity
Sandy,1054.71,28.85,71.6,251.18,32.85,4.81,2.51,Kharif,5.94,Healthy,Medium,Moderate Productivity
Loamy,1063.33,19.01,82.17,163.29,51.77,2.32,3.61,Rabi,5.01,Healthy,Medium,Moderate Productivity
Clay,1451.25,26.3,88.67,160.38,52.93,4.22,3.28,Kharif,6.32,Healthy,High,High Productivity
Loamy,684.37,14.27,95.0,308.2,40.32,5.12,4.52,Rabi,6.36,Healthy,Medium,High Productivity
Sandy,507.47,35.53,59.3,313.57,39.67,9.18,2.74,Summer,6.09,Healthy,Medium,Moderate Productivity
Sandy,1261.24,23.31,83.15,207.25,55.2,5.29,3.09,Kharif,5.73,Healthy,Medium,Moderate Productivity
Loamy,523.36,37.41,73.51,229.28,35.29,4.28,3.26,Summer,4.07,Healthy,Low,Low Productivity
Loamy,307.22,34.22,71.54,110.74,41.4,5.04,3.51,Summer,3.03,Healthy,Low,Low Productivity
Loamy,209.05,38.17,74.42,262.54,55.83,6.38,3.58,Summer,5.19,Healthy,Medium,Moderate Productivity
Clay,1142.38,27.89,85.78,268.25,39.16,4.12,2.68,Kharif,7.2,Healthy,High,High Productivity
Clay,447.46,31.78,69.08,178.42,47.32,3.65,2.77,Summer,3.94,Healthy,Medium,Low Productivity
Loamy,1417.92,33.1,73.57,31.15,33.28,4.67,3.51,Kharif,4.64,Healthy,Low,Low Productivity
Clay,1166.41,28.7,77.32,269.08,43.59,2.69,3.83,Kharif,7.01,Healthy,High,High Productivity
Loamy,317.21,37.77,61.73,136.36,44.99,6.0,3.15,Summer,3.17,Healthy,Low,Low Productivity
Sandy,824.53,21.39,81.06,216.04,22.27,5.39,3.0,Rabi,5.72,Healthy,Medium,Moderate Productivity
Sandy,546.53,24.63,80.41,228.45,40.78,8.56,2.84,Rabi,4.65,Healthy,Medium,Low Productivity
